Rgp;Rgp_lib;Dut;Dut_lib;Dut_sigle;Id Série ou type de Bac;Série ou type de Bac;Id Âge au bac;Âge au bac;Id Sexe;Sexe;Id Mention au Bac;Mention au Bac;Année de cohorte des données sur le passage entre L1 et L2;Effectif de néobacheliers de la cohorte;Passage en 2ème année de DUT en 1 an;Redoublement en 1ère année de DUT;Passage en 2ème année de DUT en 2 ans;Passage en 2ème année de DUT en 1 ou 2 ans;Année de cohorte des données sur la réussite en licence;Effectif de néobacheliers de la cohorte;Obtention du DUT en 2 ans;Obtention du DUT en 3 ans;Obtention du DUT en 2 ou 3 ans
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;4.0;;;;;2013;4.0;0.0;1.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;11.0;9.0;4.0;4.0;13;2013;11.0;8.0;1.0;9.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;3.0;0.0;1.0;1.0;1;2013;3.0;0.0;3.0;3.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;8.0;13.0;4.0;4.0;17;2013;8.0;4.0;1.0;5.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;3;BAC S;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;7.0;10.0;1.0;1.0;11;2013;7.0;6.0;1.0;7.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;241.0;109.0;20.0;18.0;127;2013;241.0;146.0;23.0;169.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;A;Très bien;2014;2.0;0.0;0.0;0.0;0;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;13.0;7.0;0.0;0.0;7;2013;13.0;7.0;1.0;8.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;3.0;2.0;0.0;0.0;2;2013;3.0;;;
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;262.0;196.0;24.0;22.0;218;2013;262.0;217.0;21.0;238.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;25.0;17.0;1.0;1.0;18;2013;25.0;18.0;1.0;19.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;1.0;0.0;1.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;8.0;0.0;1.0;1.0;1;2013;8.0;1.0;1.0;2.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;4.0;2.0;2.0;2.0;4;2013;4.0;0.0;1.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;6.0;7.0;1.0;1.0;8;2013;6.0;3.0;2.0;5.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;2.0;0.0;0.0;2;2013;1.0;0.0;1.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;4.0;0.0;0.0;4;2013;4.0;2.0;2.0;4.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;14.0;12.0;1.0;1.0;13;2013;14.0;10.0;4.0;14.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;7.0;6.0;0.0;0.0;6;2013;7.0;5.0;0.0;5.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;39.0;15.0;3.0;2.0;17;2013;39.0;26.0;3.0;29.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CM;Communication et médiation;CS;Carrières sociales;CS;2;BAC ES;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;11.0;6.0;0.0;0.0;6;2013;11.0;10.0;0.0;10.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;1.0;5.0;0.0;0.0;5;2013;1.0;1.0;0.0;1.0
CM;Communication et médiation;CS;Carrières sociales;CS;1;BAC L;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;1.0;0.0;1;2013;1.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;11.0;3.0;1.0;1.0;4;2013;11.0;6.0;1.0;7.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;1;BAC L;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CM;Communication et médiation;CS;Carrières sociales;CS;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;14.0;0.0;2.0;1.0;1;2013;14.0;4.0;1.0;5.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;47.0;24.0;9.0;8.0;32;2013;47.0;14.0;13.0;27.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;2.0;2.0;0.0;0.0;2;2013;2.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;12.0;6.0;1.0;1.0;7;2013;12.0;11.0;0.0;11.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;11.0;10.0;0.0;0.0;10;2013;11.0;7.0;1.0;8.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;9.0;6.0;0.0;0.0;6;2013;9.0;5.0;0.0;5.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;6;BAC professionnel;R4;Non pris en compte;1;Homme;Q;Inconnue;2014;11.0;0.0;1.0;1.0;1;2013;11.0;6.0;1.0;7.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;16.0;10.0;0.0;0.0;10;2013;16.0;5.0;4.0;9.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;56.0;40.0;0.0;0.0;40;2013;56.0;48.0;5.0;53.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;3;BAC S;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;4.0;;;;;2013;4.0;3.0;0.0;3.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;31.0;10.0;2.0;2.0;12;2013;31.0;16.0;5.0;21.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;4.0;4.0;0.0;0.0;4;2013;4.0;2.0;0.0;2.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;1.0;1;2013;1.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;5.0;2.0;1.0;1.0;3;2013;5.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;3.0;0.0;0.0;3;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;1;BAC L;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;37.0;55.0;2.0;2.0;57;2013;37.0;31.0;2.0;33.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;3.0;2.0;0.0;0.0;2;2013;3.0;3.0;0.0;3.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;14.0;15.0;1.0;1.0;16;2013;14.0;12.0;0.0;12.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;50.0;44.0;2.0;1.0;45;2013;50.0;44.0;1.0;45.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;1.0;0.0;0;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;4;BAC STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;4.0;2.0;1.0;1.0;3;2013;4.0;1.0;0.0;1.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;14.0;11.0;0.0;0.0;11;2013;14.0;8.0;1.0;9.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;6;BAC professionnel;R4;Non pris en compte;1;Homme;Q;Inconnue;2014;4.0;1.0;0.0;0.0;1;2013;4.0;2.0;0.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;51.0;35.0;2.0;3.0;38;2013;51.0;36.0;6.0;42.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;15.0;25.0;0.0;0.0;25;2013;15.0;12.0;1.0;13.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;3;BAC S;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;5.0;0.0;1.0;1.0;1;2013;5.0;2.0;1.0;3.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;1.0;1.0;1;2013;2.0;0.0;1.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;169.0;165.0;24.0;20.0;185;2013;169.0;117.0;22.0;139.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;2.0;;;;;2013;2.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;4;BAC STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;2;BAC ES;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;1.0;0.0;0.0;0.0;0;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;65.0;98.0;7.0;8.0;106;2013;65.0;44.0;10.0;54.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;1.0;1.0;1;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;2.0;0.0;2.0;1.0;1;2013;2.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;3.0;1.0;0.0;0.0;1;2013;3.0;3.0;0.0;3.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;1.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;1.0;3.0;1.0;1.0;4;2013;1.0;0.0;1.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;2.0;1.0;0.0;0.0;1;2013;2.0;0.0;1.0;1.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;4.0;2.0;0.0;0.0;2;2013;4.0;3.0;0.0;3.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;347.0;324.0;33.0;29.0;353;2013;347.0;240.0;26.0;266.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;33.0;19.0;9.0;6.0;25;2013;33.0;18.0;5.0;23.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;15.0;3.0;2.0;2.0;5;2013;15.0;11.0;1.0;12.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;4.0;5.0;1.0;1.0;6;2013;4.0;1.0;1.0;2.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;29.0;11.0;5.0;4.0;15;2013;29.0;16.0;3.0;19.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;5.0;5.0;0.0;0.0;5;2013;5.0;;;
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;157.0;128.0;7.0;4.0;132;2013;157.0;136.0;7.0;143.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;54.0;44.0;8.0;6.0;50;2013;54.0;37.0;13.0;50.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;11.0;3.0;0.0;0.0;3;2013;11.0;6.0;0.0;6.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;2.0;;;;;2013;2.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;14.0;15.0;1.0;1.0;16;2013;14.0;10.0;0.0;10.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;49.0;36.0;13.0;13.0;49;2013;49.0;21.0;14.0;35.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;6;BAC professionnel;R4;Non pris en compte;1;Homme;C;Assez bien;2014;1.0;0.0;1.0;0.0;0;2013;1.0;0.0;1.0;1.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;50.0;28.0;11.0;7.0;35;2013;50.0;19.0;10.0;29.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;3;BAC S;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;47.0;39.0;1.0;1.0;40;2013;47.0;35.0;4.0;39.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;14.0;4.0;1.0;0.0;4;2013;14.0;11.0;1.0;12.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;2.0;0.0;1.0;0.0;0;2013;2.0;0.0;1.0;1.0
