web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link-href,MonthlyEarnings,YearlyEarnings,,
1553040714-4574,https://socialblade.com/youtube/top/5000/mostsubscribed,Natalies Outlet,https://socialblade.com/youtube/user/nataliesoutlet,Natalies Outlet,303,7723178,1176586936,US,Entertainment,"Aug 13th, 2014",B+,https://youtube.com/channel/UCIOUkPJZtWThQBtkCRniSBw,?5.1K - ?81.2K,?60.9K - ?974.7K,,
1553040707-4573,https://socialblade.com/youtube/top/5000/mostsubscribed,Saturday Night Live,https://socialblade.com/youtube/c/saturdaynightlive,Saturday Night Live,6681,7719323,5980336541,US,Entertainment,"Jul 23rd, 2013",A,https://youtube.com/channel/UCqFzWxSCi39LnW1JKFR3efg,?46.4K - ?741.7K,?556.3K - ?8.9M,,
1553040703-4572,https://socialblade.com/youtube/top/5000/mostsubscribed,Yippee Toys,https://socialblade.com/youtube/c/yippeetoys,Yippee Toys,1781,7693745,3282841156,US,Entertainment,"May 19th, 2015",B+,https://youtube.com/channel/UCiw97Iyd9CbAyr00D94v3tg,?3.6K - ?57.8K,?43.4K - ?693.9K,,
1553040695-4570,https://socialblade.com/youtube/top/5000/mostsubscribed,Karol Sevilla,https://socialblade.com/youtube/c/karolsevillaof,Karol Sevilla,220,7659603,661948702,AR,Entertainment,"Jan 27th, 2016",B,https://youtube.com/channel/UCt3-Ge4aevIeHYTIOUdpvJQ,?2K - ?32.7K,?24.5K - ?392.5K,,
1553040691-4569,https://socialblade.com/youtube/top/5000/mostsubscribed,Muselk,https://socialblade.com/youtube/c/mrmuselk,Muselk,1402,7656746,2430254805,AU,Games,"Jan 13th, 2012",A,https://youtube.com/channel/UCd534c_ehOvrLVL2v7Nl61w,?18K - ?287.7K,?215.7K - ?3.5M,,
1553040687-4568,https://socialblade.com/youtube/top/5000/mostsubscribed,Lil Wayne,https://socialblade.com/youtube/user/ymwaynecarter,Lil Wayne,114,7652735,290322058,US,Music,"Feb 11th, 2013",B,https://youtube.com/channel/UCO9zJy7HWrIS3ojB4Lr7Yqw,?549 - ?8.8K,?6.6K - ?105.3K,,
1553040683-4567,https://socialblade.com/youtube/top/5000/mostsubscribed,BRKsEDU,https://socialblade.com/youtube/user/brksedu,BRKsEDU,3905,7648364,1390733972,BR,Games,"Jul 30th, 2010",B+,https://youtube.com/channel/UCWKtHaeXVzUscYGcm0hEunw,?3.6K - ?58.3K,?43.7K - ?700K,,
1553040666-4563,https://socialblade.com/youtube/top/5000/mostsubscribed,Peppa Pig - Official Channel,https://socialblade.com/youtube/c/peppapig,Peppa Pig - Official Channel,400,7639433,2887185176,US,Film,"Oct 9th, 2013",A,https://youtube.com/channel/UCAOtE1V7Ots4DjM8JLlrYgg,?39.1K - ?625.4K,?469K - ?7.5M,,
1553040670-4564,https://socialblade.com/youtube/top/5000/mostsubscribed,Doc Tops,https://socialblade.com/youtube/c/doctops,Doc Tops,167,7638283,1167848344,IT,Entertainment,"Dec 29th, 2014",B,https://youtube.com/channel/UCAolsolgHiURrQBuZ4qe0lg,?3.2K - ?51.7K,?38.8K - ?620.8K,,
1553040658-4561,https://socialblade.com/youtube/top/5000/mostsubscribed,T3ddy,"https://socialblade.com/youtube/c/t3ddy,",T3ddy,1183,7623349,1047578544,BR,Comedy,"Jan 16th, 2012",B+,https://youtube.com/channel/UC5mZsx_OVnc4XmG9rWU2p3A,?7.4K - ?118.3K,?88.8K - ?1.4M,,
1553040650-4559,https://socialblade.com/youtube/top/5000/mostsubscribed,Wow Kidz,https://socialblade.com/youtube/c/wowkidztv,Wow Kidz,3730,7612209,4619595214,IN,Entertainment,"Jun 27th, 2015",A,https://youtube.com/channel/UCN8S4CqMRy6tVKVXvs7Bzeg,?35.5K - ?567.5K,?425.6K - ?6.8M,,
1553040654-4560,https://socialblade.com/youtube/top/5000/mostsubscribed,Sonotek Haryanvi,https://socialblade.com/youtube/channel/UC_GqWT9zKoeu0Jkv4KFpn9g,Sonotek Haryanvi,2885,7609894,435312744,IN,Music,"Apr 1st, 2015",D-,https://youtube.com/channel/UC_GqWT9zKoeu0Jkv4KFpn9g,?0 - ?0,?0 - ?0,,
1553040638-4556,https://socialblade.com/youtube/top/5000/mostsubscribed,Tyler Oakley,https://socialblade.com/youtube/c/tyler-oakley,Tyler Oakley,564,7553601,674329739,US,Entertainment,"Sep 19th, 2007",B-,https://youtube.com/channel/UCvVuqRzGVqRlmZYlTf99M_w,?192 - ?3.1K,?2.3K - ?36.9K,,
1553040634-4555,https://socialblade.com/youtube/top/5000/mostsubscribed,PinkVEVO,https://socialblade.com/youtube/user/pinkvevo,PinkVEVO,121,7552692,4456882270,US,Music,"May 12th, 2009",A-,https://youtube.com/channel/UCXJDX1KK6t121Z9FLhu5o2A,?13.4K - ?215K,?161.2K - ?2.6M,,
1553040606-4548,https://socialblade.com/youtube/top/5000/mostsubscribed,KHANDESHI MOVIES,https://socialblade.com/youtube/c/khandeshimovies,KHANDESHI MOVIES,68,7543656,1824537349,IN,Comedy,"Nov 11th, 2013",A,https://youtube.com/channel/UCP84QWij0alw4MvzqzyfOnw,?59.8K - ?956.6K,?717.5K - ?11.5M,,
1553040622-4552,https://socialblade.com/youtube/top/5000/mostsubscribed,colinfurze,https://socialblade.com/youtube/c/colinfurze,colinfurze,255,7538389,830709044,GB,Autos,"Nov 15th, 2006",B+,https://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw,?4.1K - ?64.8K,?48.6K - ?778.2K,,
1553040618-4551,https://socialblade.com/youtube/top/5000/mostsubscribed,RedeTV,https://socialblade.com/youtube/c/redetv,RedeTV,20058,7534302,4641981943,BR,Entertainment,"Oct 18th, 2011",A,https://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w,?38K - ?607.5K,?455.6K - ?7.3M,,
1553040611-4549,https://socialblade.com/youtube/top/5000/mostsubscribed,HelloMaphie,https://socialblade.com/youtube/c/hellomaphie,HelloMaphie,472,7532909,1409867989,US,Howto,"Dec 6th, 2009",A,https://youtube.com/channel/UC6gqv2Naj9JiowZgHfPstmg,?40.7K - ?650.5K,?487.9K - ?7.8M,,
1553040614-4550,https://socialblade.com/youtube/top/5000/mostsubscribed,Clean Bandit,https://socialblade.com/youtube/user/cleanbandit,Clean Bandit,92,7526939,4703301071,GB,Music,"Jun 21st, 2010",A,https://youtube.com/channel/UCvhQPdeTHzIRneScV8MIocg,?27.4K - ?438.7K,?329K - ?5.3M,,
1553040598-4546,https://socialblade.com/youtube/top/5000/mostsubscribed,Lucas Rangel,https://socialblade.com/youtube/c/lucasranngel,Lucas Rangel,475,7502258,1015728553,BR,Comedy,"Feb 11th, 2014",B+,https://youtube.com/channel/UCNmBUECIkUyPr2hxIAT3vzw,?5.5K - ?87.3K,?65.5K - ?1M,,
1553040590-4544,https://socialblade.com/youtube/top/5000/mostsubscribed,Safiya Nygaard,https://socialblade.com/youtube/c/safiyanygaard,Safiya Nygaard,132,7484204,887283869,US,People,"Nov 9th, 2011",B+,https://youtube.com/channel/UCbAwSkqJ1W_Eg7wr3cp5BUA,?8.5K - ?135.6K,?101.7K - ?1.6M,,
1553040594-4545,https://socialblade.com/youtube/top/5000/mostsubscribed,OneRepublic,https://socialblade.com/youtube/c/onerepuplic,OneRepublic,44,7484117,49397163,US,Music,"Sep 20th, 2006",B,https://youtube.com/channel/UCi4EDAgjULwwNBHOg1aaCig,?1.1K - ?17K,?12.7K - ?203.6K,,
1553040586-4543,https://socialblade.com/youtube/top/5000/mostsubscribed,50 Cent,https://socialblade.com/youtube/c/50-cent,50 Cent,392,7479948,858742893,US,Music,"Feb 8th, 2007",B,https://youtube.com/channel/UC8zJedg1f4sKnyuHWeS6vyw,?1.4K - ?22.1K,?16.6K - ?265.6K,,
1553040574-4540,https://socialblade.com/youtube/top/5000/mostsubscribed,Caracol Raivoso,https://socialblade.com/youtube/c/caracolraivoso,Caracol Raivoso,99,7457285,396912440,BR,Comedy,"Aug 3rd, 2013",B,https://youtube.com/channel/UCp8JxAi_YsrFl0B3uwTPaeQ,?1.4K - ?21.8K,?16.4K - ?261.8K,,
1553040578-4541,https://socialblade.com/youtube/top/5000/mostsubscribed,aLexBY11,https://socialblade.com/youtube/user/xalexby11,aLexBY11,3373,7451681,1228293506,ES,Games,"Jun 1st, 2011",B,https://youtube.com/channel/UCh715KhLM7vbOwozSXLWI_w,?961 - ?15.4K,?11.5K - ?184.5K,,
1553040570-4539,https://socialblade.com/youtube/top/5000/mostsubscribed,emimusic,https://socialblade.com/youtube/user/emimusic,emimusic,805,7450759,2849504784,US,Music,"Mar 10th, 2006",B+,https://youtube.com/channel/UC2kTZB_yeYgdAg4wP2tEryA,?8.2K - ?131.6K,?98.7K - ?1.6M,,
1553040566-4538,https://socialblade.com/youtube/top/5000/mostsubscribed,PlaticaPolinesia,https://socialblade.com/youtube/c/platicapolinesia,PlaticaPolinesia,89,7444760,864909343,MX,Comedy,"Nov 29th, 2010",B+,https://youtube.com/channel/UCwJrDbRJBGvIdYrpBMNtCIg,?3.2K - ?51K,?38.2K - ?611.5K,,
1553040562-4537,https://socialblade.com/youtube/top/5000/mostsubscribed,Gameplayrj,https://socialblade.com/youtube/user/gameplayrj,Gameplayrj,13954,7433579,2686916246,BR,Entertainment,"Sep 5th, 2011",B+,https://youtube.com/channel/UCJAbkIY17zAmCTNQHH0bQoQ,?7.4K - ?117.7K,?88.3K - ?1.4M,,
1553040558-4536,https://socialblade.com/youtube/top/5000/mostsubscribed,Caspar,https://socialblade.com/youtube/c/caspar,Caspar,358,7426015,942346783,GB,Entertainment,"Nov 10th, 2011",B-,https://youtube.com/channel/UCAaUVu8vYss8zCaC0WuA9jA,?371 - ?5.9K,?4.5K - ?71.3K,,
1553040550-4534,https://socialblade.com/youtube/top/5000/mostsubscribed,Kim RosaCuca,https://socialblade.com/youtube/c/kimrosacuca,Kim RosaCuca,761,7417643,687014562,BR,Howto,"Jul 20th, 2014",B,https://youtube.com/channel/UCMc-r8lDh-bbN_bhVz8ySEg,?2.8K - ?44.3K,?33.2K - ?531.6K,,
1553040546-4533,https://socialblade.com/youtube/top/5000/mostsubscribed,Tekashi 6ix9ine,https://socialblade.com/youtube/c/6ix9ine,Tekashi 6ix9ine,4,7415806,1485815538,,,"Apr 6th, 2018",A-,https://youtube.com/channel/UCF6jRAgCbSanHolKt0Vt6Qw,?17.8K - ?285.1K,?213.8K - ?3.4M,,
1553040532-4530,https://socialblade.com/youtube/top/5000/mostsubscribed,Matt Stonie,https://socialblade.com/youtube/c/megatoad,Matt Stonie,332,7415124,1337598373,US,Entertainment,"Aug 24th, 2012",B+,https://youtube.com/channel/UCd1fLoVFooPeWqCEYVUJZqg,?6.9K - ?110.4K,?82.8K - ?1.3M,,
1553040536-4531,https://socialblade.com/youtube/top/5000/mostsubscribed,DJ Khaled,https://socialblade.com/youtube/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q,DJ Khaled,3,7400767,1865568,,People,"Feb 27th, 2018",C+,https://youtube.com/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q,?14 - ?223,?167 - ?2.7K,,
1553040528-4529,https://socialblade.com/youtube/top/5000/mostsubscribed,ABP NEWS HINDI,https://socialblade.com/youtube/c/abpnewshinditv,ABP NEWS HINDI,37466,7397826,1149629573,IN,,"Mar 3rd, 2017",A,https://youtube.com/channel/UCmphdqZNmqL72WJ2uyiNw5w,?48K - ?767.7K,?575.8K - ?9.2M,,
1553040504-4523,https://socialblade.com/youtube/top/5000/mostsubscribed,GEN HALILINTAR,https://socialblade.com/youtube/c/genhalilintar,GEN HALILINTAR,424,7353455,1270406837,ID,Entertainment,"Mar 4th, 2015",A,https://youtube.com/channel/UCfRNJiafEm1LBBGFTTq4cXw,?45.5K - ?728.4K,?546.3K - ?8.7M,,
1553040520-4527,https://socialblade.com/youtube/top/5000/mostsubscribed,LipaoGamer,https://socialblade.com/youtube/c/felipeviktor,LipaoGamer,7237,7348239,1742981807,BR,Games,"Oct 1st, 2011",B+,https://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw,?9.2K - ?146.9K,?110.2K - ?1.8M,,
1553040516-4526,https://socialblade.com/youtube/top/5000/mostsubscribed,Alena Kids Toys,https://socialblade.com/youtube/channel/UCpIAHQcBQp5yWGQ7UR3xixg,Alena Kids Toys,7,7327544,430938314,US,Education,"Apr 1st, 2016",B,https://youtube.com/channel/UCpIAHQcBQp5yWGQ7UR3xixg,?1.7K - ?26.9K,?20.2K - ?323.3K,,
1553040508-4524,https://socialblade.com/youtube/top/5000/mostsubscribed,ATHLEAN-X?,https://socialblade.com/youtube/c/athleanx,ATHLEAN-X?,998,7322737,1054845118,US,Howto,"Dec 16th, 2006",B+,https://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A,?8.4K - ?134.6K,?100.9K - ?1.6M,,
1553040500-4522,https://socialblade.com/youtube/top/5000/mostsubscribed,JenniferLopezVEVO,https://socialblade.com/youtube/user/jenniferlopezvevo,JenniferLopezVEVO,100,7305445,6125548499,US,Music,"Sep 2nd, 2009",A-,https://youtube.com/channel/UCx1f1u4XlFFr0YgqF3wB4lQ,?15.8K - ?253.1K,?189.9K - ?3M,,
1553040496-4521,https://socialblade.com/youtube/top/5000/mostsubscribed,iDubbbzTV,https://socialblade.com/youtube/c/idubbbz-tv,iDubbbzTV,257,7300508,1078609211,US,Comedy,"Aug 18th, 2012",B+,https://youtube.com/channel/UC4USoIAL9qcsx5nCZV_QRnA,?2.9K - ?46.2K,?34.7K - ?554.6K,,
1553040491-4520,https://socialblade.com/youtube/top/5000/mostsubscribed,LEGO,https://socialblade.com/youtube/c/le-go,LEGO,20396,7296598,9018121506,FR,Entertainment,"Oct 22nd, 2005",A,https://youtube.com/channel/UCP-Ng5SXUEt0VE-TXqRdL6g,?26.6K - ?426.2K,?319.6K - ?5.1M,,
1553040484-4518,https://socialblade.com/youtube/top/5000/mostsubscribed,Monstercat: Uncaged,https://socialblade.com/youtube/c/monster-cat,Monstercat: Uncaged,1405,7286258,2303926940,CA,Music,"Jul 2nd, 2011",B+,https://youtube.com/channel/UCJ6td3C9QlPO9O_J5dF4ZzA,?6K - ?96.4K,?72.3K - ?1.2M,,
1553040475-4516,https://socialblade.com/youtube/top/5000/mostsubscribed,Ma?tre GIMS,https://socialblade.com/youtube/channel/UCCB1Byx5yTbLpQaV-rlfmtA,Ma?tre GIMS,36,7274425,843559886,FR,Music,"May 11th, 2017",B+,https://youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA,?6.4K - ?103.1K,?77.3K - ?1.2M,,
1553040479-4517,https://socialblade.com/youtube/top/5000/mostsubscribed,sTaXxCraft,https://socialblade.com/youtube/c/staxxcraftt,sTaXxCraft,1953,7271297,1635125348,ES,Games,"Nov 27th, 2011",B+,https://youtube.com/channel/UCRTOI5zhwFU-1eooSzgHAHw,?2.7K - ?42.8K,?32.1K - ?514K,,
1553040396-4496,https://socialblade.com/youtube/top/5000/mostsubscribed,Neha Kakkar,https://socialblade.com/youtube/user/nehakakkarofficial,Neha Kakkar,79,7266887,612020419,IN,Music,"Oct 22nd, 2012",B+,,?6.2K - ?98.7K,?74K - ?1.2M,,
1553040341-4483,https://socialblade.com/youtube/top/5000/mostsubscribed,Zee News,https://socialblade.com/youtube/user/zeenews,Zee News,96428,7263596,1821053247,IN,News,"Jun 19th, 2007",A,,?16.5K - ?264.2K,?198.2K - ?3.2M,,
1553040467-4514,https://socialblade.com/youtube/top/5000/mostsubscribed,emma chamberlain,https://socialblade.com/youtube/c/emmachamberlain,emma chamberlain,177,7254334,618698151,US,Entertainment,"Jun 13th, 2016",B+,https://youtube.com/channel/UC78cxCAcp7JfQPgKxYdyGrg,?9K - ?143.9K,?107.9K - ?1.7M,,
1553040459-4512,https://socialblade.com/youtube/top/5000/mostsubscribed,Rae Sremmurd,https://socialblade.com/youtube/c/raesremmurd,Rae Sremmurd,38,7244651,18993968,US,Entertainment,"Dec 27th, 2013",B-,https://youtube.com/channel/UC9iDw30SeRSm18kT98F5iAA,?34 - ?551,?414 - ?6.6K,,
1553040451-4510,https://socialblade.com/youtube/top/5000/mostsubscribed,YOGSCAST Lewis & Simon,https://socialblade.com/youtube/c/-yogscast,YOGSCAST Lewis & Simon,4652,7235884,3966262779,GB,Games,"Jul 9th, 2008",B+,https://youtube.com/channel/UCH-_hzb2ILSCo9ftVSnrCIQ,?3.7K - ?59.6K,?44.7K - ?715.6K,,
1553040473-4515,https://socialblade.com/youtube/top/5000/mostsubscribed,AWE me,https://socialblade.com/youtube/c/aweme,AWE me,387,7232729,793893186,US,Tech,"Jan 11th, 2013",B,https://youtube.com/channel/UCNKcMBYP_-18FLgk4BYGtfw,?1.3K - ?20.1K,?15.1K - ?240.9K,,
1553040447-4509,https://socialblade.com/youtube/top/5000/mostsubscribed,TeamYouTube [Help],https://socialblade.com/youtube/user/youtubehelp,TeamYouTube [Help],113,7228738,78995184,US,Howto,"May 3rd, 2007",B,https://youtube.com/channel/UCMDQxm7cUx3yXkfeHa5zJIQ,?957 - ?15.3K,?11.5K - ?183.8K,,
1553040430-4505,https://socialblade.com/youtube/top/5000/mostsubscribed,Mo Vlogs,https://socialblade.com/youtube/c/mo-vlogs,Mo Vlogs,1397,7205978,1849489153,AE,People,"Sep 22nd, 2013",B+,https://youtube.com/channel/UC_hoQDD6zKcIqpIYLsFbBeA,?6.8K - ?108.7K,?81.5K - ?1.3M,,
1553040435-4506,https://socialblade.com/youtube/top/5000/mostsubscribed,Webs & Tiaras - Toy Monster?,https://socialblade.com/youtube/channel/UC0gNKhFMg-bKyNNZ_MB3D9Q,Webs & Tiaras - Toy Monster Compilations,62,7203358,6727576995,CA,Entertainment,"Sep 23rd, 2015",A,https://youtube.com/channel/UC0gNKhFMg-bKyNNZ_MB3D9Q,?55.5K - ?888.6K,?666.5K - ?10.7M,,
1553040423-4503,https://socialblade.com/youtube/top/5000/mostsubscribed,The Voice,https://socialblade.com/youtube/c/thevoice,The Voice,1209,7196829,1200667516,US,Entertainment,"Jan 5th, 2011",D-,https://youtube.com/channel/UCpdK1NLHxEUGXc1gq2NxkTw,?0 - ?0,?0 - ?0,,
1553040418-4502,https://socialblade.com/youtube/top/5000/mostsubscribed,LetsGoMartin - Nursery Rhymes,https://socialblade.com/youtube/c/legomartin,LetsGoMartin - Nursery Rhymes,239,7189222,2077833057,HU,Entertainment,"Nov 21st, 2013",A,https://youtube.com/channel/UCmS8VxPXxv4ToYpw0Yc2PQA,?27K - ?432.1K,?324.1K - ?5.2M,,
1553040414-4501,https://socialblade.com/youtube/top/5000/mostsubscribed,HikakinTV,https://socialblade.com/youtube/c/%e3%83%92%e3%82%ab%e3%82%ad%e3%83%b3tv,HikakinTV,2568,7176791,5705455718,JP,Entertainment,"Jul 19th, 2011",A,https://youtube.com/channel/UCZf__ehlCEBPop-_sldpBUQ,?18.5K - ?296.5K,?222.4K - ?3.6M,,
1553040410-4500,https://socialblade.com/youtube/top/5000/mostsubscribed,AvrilLavigneVEVO,https://socialblade.com/youtube/user/avrillavignevevo,AvrilLavigneVEVO,85,7163364,3669539717,US,Music,"Sep 2nd, 2009",B+,https://youtube.com/channel/UCC6XuDtfec7DxZdUa7ClFBQ,?7.7K - ?122.5K,?91.9K - ?1.5M,,
1553040406-4499,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ????,https://socialblade.com/youtube/c/troomtroomru,???? ????,818,7158767,2113928175,RU,Howto,"Oct 12th, 2015",A,https://youtube.com/channel/UCq1JpGFxcZTbbOAz010U-og,?22K - ?351.4K,?263.5K - ?4.2M,,
1553040402-4498,https://socialblade.com/youtube/top/5000/mostsubscribed,Denis,https://socialblade.com/youtube/c/denis-daily,Denis,1890,7152063,2696999301,US,Games,"Mar 10th, 2016",A-,https://youtube.com/channel/UCOaMOXfe8EWH1GJyhqhXrAA,?11.5K - ?184.1K,?138.1K - ?2.2M,,
1553040398-4497,https://socialblade.com/youtube/top/5000/mostsubscribed,Bratayley,https://socialblade.com/youtube/c/brataly,Bratayley,2568,7143514,3588704240,US,People,"Dec 30th, 2010",B,https://youtube.com/channel/UCnrO0wqhKpMYUt_wSeaIasw,?3.1K - ?48.8K,?36.6K - ?585.9K,,
1553040390-4495,https://socialblade.com/youtube/top/5000/mostsubscribed,Canal Top10,https://socialblade.com/youtube/c/canaltop10s,Canal Top10,250,7136600,766780118,BR,Entertainment,"Jul 27th, 2016",B+,https://youtube.com/channel/UC9A70zHWT__VE5oWmTg2-xA,?3.1K - ?50.4K,?37.8K - ?604.7K,,
1553040386-4494,https://socialblade.com/youtube/top/5000/mostsubscribed,DALLMYD,https://socialblade.com/youtube/c/dallmyd,DALLMYD,445,7130830,633801123,US,Sports,"Feb 1st, 2011",B+,https://youtube.com/channel/UCI4fHQkguBNW3SwTqmehzjw,?3.6K - ?57.7K,?43.3K - ?692.2K,,
1553040382-4493,https://socialblade.com/youtube/top/5000/mostsubscribed,Toys Unlimited,https://socialblade.com/youtube/c/toysunlimited,Toys Unlimited,1698,7128671,4744291145,US,Film,"Feb 7th, 2015",A,https://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w,?20.3K - ?325.5K,?244.1K - ?3.9M,,
1553040374-4491,https://socialblade.com/youtube/top/5000/mostsubscribed,melanie martinez,https://socialblade.com/youtube/c/melaniemartinez,melanie martinez,37,7119021,1340741129,US,Music,"Nov 3rd, 2007",B+,https://youtube.com/channel/UC2YnEq5Fc5_zEO6bo0oNzCQ,?3.6K - ?57.4K,?43.1K - ?689K,,
1553040354-4486,https://socialblade.com/youtube/top/5000/mostsubscribed,YOLO,https://socialblade.com/youtube/c/yosoyyolo,YOLO,72,7116959,358059684,VE,Comedy,"Jun 29th, 2015",B+,https://youtube.com/channel/UCQ8TuCvcDMepleXFyOQfyOQ,?4.5K - ?72K,?54K - ?863.6K,,
1553040366-4489,https://socialblade.com/youtube/top/5000/mostsubscribed,TsMadaan,https://socialblade.com/youtube/user/tsmadaan,TsMadaan,1493,7113927,748329297,IN,Howto,"Aug 30th, 2008",B+,https://youtube.com/channel/UCKjJXmZxk1SiTUQUB28KHpw,?3.8K - ?60.9K,?45.7K - ?731.1K,,
1553040358-4487,https://socialblade.com/youtube/top/5000/mostsubscribed,Simone e Simaria,https://socialblade.com/youtube/user/simoneesimaria,Simone e Simaria,184,7110327,662551227,BR,Music,"Feb 6th, 2012",B,https://youtube.com/channel/UCSriAVggapS9Fb43fRB2vyQ,?1.4K - ?21.9K,?16.4K - ?262.5K,,
1553040337-4482,https://socialblade.com/youtube/top/5000/mostsubscribed,Talking Angela,https://socialblade.com/youtube/user/talkingangelacat,Talking Angela,120,7089988,1418692673,GB,Entertainment,"Sep 2nd, 2014",A,https://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw,?20.1K - ?322.2K,?241.6K - ?3.9M,,
1553040333-4481,https://socialblade.com/youtube/top/5000/mostsubscribed,KendrickLamarVEVO,https://socialblade.com/youtube/user/kendricklamarvevo,KendrickLamarVEVO,55,7081637,2389027409,US,Music,"Feb 9th, 2011",B+,https://youtube.com/channel/UCoYfzC2zMlc9M-Odgaf6OSg,?7.8K - ?124.7K,?93.5K - ?1.5M,,
1553040325-4479,https://socialblade.com/youtube/top/5000/mostsubscribed,TheTalko,"https://socialblade.com/youtube/c/thetalko,",TheTalko,2356,7077426,2928737736,US,Entertainment,"Apr 24th, 2015",A-,https://youtube.com/channel/UC1Ydgfp2x8oLYG66KZHXs1g,?12.3K - ?197K,?147.8K - ?2.4M,,
1553040317-4477,https://socialblade.com/youtube/top/5000/mostsubscribed,toyorbabytv,https://socialblade.com/youtube/user/toyorbabytv,toyorbabytv,331,7076638,4411897819,JO,Music,"Nov 1st, 2012",A,https://youtube.com/channel/UCHAbNxkU837UAkZ-OPtdUUw,?25.8K - ?413.1K,?309.8K - ?5M,,
1553040321-4478,https://socialblade.com/youtube/top/5000/mostsubscribed,Gallina Pintadita,https://socialblade.com/youtube/user/gallinapintadita,Gallina Pintadita,35,7075093,5307305553,MX,Music,"Aug 2nd, 2011",A,https://youtube.com/channel/UCKdEsgHiM0SulsFXm7QMJAg,?17.6K - ?281.2K,?210.9K - ?3.4M,,
1553040329-4480,https://socialblade.com/youtube/top/5000/mostsubscribed,Liova and Toys,https://socialblade.com/youtube/c/learncolorsshow,Liova and Toys,9,7073911,738721975,US,,"Apr 28th, 2017",B,https://youtube.com/channel/UCQGRpfoyf2yNcDdBAxjgL7g,?912 - ?14.6K,?10.9K - ?175.1K,,
1553040305-4474,https://socialblade.com/youtube/top/5000/mostsubscribed,Bounce Patrol Kids,https://socialblade.com/youtube/c/bouncepatrolkidstv,Bounce Patrol Kids,152,7037623,4091329427,AU,Music,"Jan 1st, 2013",A,https://youtube.com/channel/UC56cowXhoqRWHeqfSJkIQaA,?60.7K - ?970.6K,?727.9K - ?11.6M,,
1553040308-4475,https://socialblade.com/youtube/top/5000/mostsubscribed,Desimpedidos,https://socialblade.com/youtube/user/desimpedidos,Desimpedidos,1968,7037100,1467241292,BR,Sports,"Jun 12th, 2013",B+,https://youtube.com/channel/UCFjrDmEnxrG5TRGVO0TPHLA,?5.5K - ?88.4K,?66.3K - ?1.1M,,
1553040301-4473,https://socialblade.com/youtube/top/5000/mostsubscribed,wifistudy,https://socialblade.com/youtube/c/wifistudy,wifistudy,9873,7029576,669955562,IN,Education,"Jul 26th, 2014",A,https://youtube.com/channel/UCuWuAvEnKWez5BUr29VpwqA,?14K - ?224.6K,?168.4K - ?2.7M,,
