web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link-href,MonthlyEarnings,YearlyEarnings,,
1553023772-792,https://socialblade.com/youtube/top/5000/mostsubscribed,SUPER PADS,https://socialblade.com/youtube/c/superpads,SUPER PADS,738,2049735,280737927,BR,Games,"Jan 15th, 2017",D-,https://youtube.com/channel/UCjtCBoCx4GoW_fHc0eTVXOA,?0 - ?0,?0 - ?0,,
1553023792-797,https://socialblade.com/youtube/top/5000/mostsubscribed,JIGM?,https://socialblade.com/youtube/c/jigme,JIGM?,56,2049049,173318070,FR,Comedy,"May 8th, 2012",B,https://youtube.com/channel/UCkEa1AfdeB93-he4VziKGFg,?402 - ?6.4K,?4.8K - ?77.2K,,
1553023748-786,https://socialblade.com/youtube/top/5000/mostsubscribed,Mariano Bondar,https://socialblade.com/youtube/c/mariianbond,Mariano Bondar,207,2048952,219006253,AR,Entertainment,"Sep 3rd, 2012",B,https://youtube.com/channel/UCHT2rctdd5RnXDZ-DoJOeEA,?616 - ?9.9K,?7.4K - ?118.2K,,
1553023780-794,https://socialblade.com/youtube/top/5000/mostsubscribed,HalBer,https://socialblade.com/youtube/c/halber178,HalBer,213,2048785,204864189,UA,Entertainment,"Oct 8th, 2012",B,https://youtube.com/channel/UCDHtRhNMOn0ImKfGnuJJlNg,?711 - ?11.4K,?8.5K - ?136.5K,,
1553023732-782,https://socialblade.com/youtube/top/5000/mostsubscribed,BabiezTV,https://socialblade.com/youtube/c/babieztv,BabiezTV,385,2048616,799217546,US,People,"Dec 12th, 2014",B+,https://youtube.com/channel/UCzVw9odnihM5PgKSv5UnDPA,?7.5K - ?119.5K,?89.6K - ?1.4M,,
1553023784-795,https://socialblade.com/youtube/top/5000/mostsubscribed,Learn Colors Kid,https://socialblade.com/youtube/channel/UCq8Idj_WQaiN9KJq2s7nm9w,Learn Colors Kid,46,2048613,225287180,US,,"Apr 24th, 2017",B,https://youtube.com/channel/UCq8Idj_WQaiN9KJq2s7nm9w,?289 - ?4.6K,?3.5K - ?55.5K,,
1553023752-787,https://socialblade.com/youtube/top/5000/mostsubscribed,HeyImBee,https://socialblade.com/youtube/user/heyimbee,HeyImBee,1175,2048566,251498091,AU,Games,"Mar 31st, 2009",B,https://youtube.com/channel/UC3otv50sBsnMrFbZNwawApQ,?1.5K - ?23.5K,?17.6K - ?282.1K,,
1553023716-778,https://socialblade.com/youtube/top/5000/mostsubscribed,Tonmai Music & Studio,https://socialblade.com/youtube/c/nozzing,Tonmai Music & Studio,80,2047236,974032772,,Music,"Mar 30th, 2010",B+,https://youtube.com/channel/UC-WMNMCqu31M2gVADtkK8BQ,?11.1K - ?178K,?133.5K - ?2.1M,,
1553023736-783,https://socialblade.com/youtube/top/5000/mostsubscribed,Supernanny,https://socialblade.com/youtube/c/supernanny,Supernanny,880,2046997,1083087100,GB,Entertainment,"Nov 25th, 2009",B+,https://youtube.com/channel/UCSkKAqmw8DZjU2A-Fupl1_Q,?7K - ?112K,?84K - ?1.3M,,
1553023740-784,https://socialblade.com/youtube/top/5000/mostsubscribed,Kulibin TV,https://socialblade.com/youtube/c/kulibin,Kulibin TV,105,2046367,248383814,UA,Tech,"Dec 26th, 2012",B-,https://youtube.com/channel/UCs7Sp_-bnuFcFu3D-z16acw,?0 - ?0,?0 - ?0,,
1553023728-781,https://socialblade.com/youtube/top/5000/mostsubscribed,Florida Georgia Line,https://socialblade.com/youtube/user/floridageorgialine,Florida Georgia Line,324,2045601,16339963,US,Music,"Dec 6th, 2009",C+,https://youtube.com/channel/UCRlwyGpIzfhZ6Rdj8mAVyEQ,?19 - ?300,?225 - ?3.6K,,
1553023672-767,https://socialblade.com/youtube/top/5000/mostsubscribed,YASH KE EXPERIMENTS,https://socialblade.com/youtube/c/yashkeexperiments,YASH KE EXPERIMENTS,175,2044931,343702260,IN,Tech,"Feb 9th, 2017",B+,https://youtube.com/channel/UC8YGgolg9oRjFyumMOGLj0A,?5.9K - ?94.1K,?70.6K - ?1.1M,,
1553023720-779,https://socialblade.com/youtube/top/5000/mostsubscribed,RIX,https://socialblade.com/youtube/user/soyrix,RIX,120,2044770,86920094,MX,Comedy,"Dec 19th, 2013",B-,https://youtube.com/channel/UCsR797BuVRZS5soJCvfPpog,?279 - ?4.5K,?3.3K - ?53.6K,,
1553023724-780,https://socialblade.com/youtube/top/5000/mostsubscribed,Thayane Lima,https://socialblade.com/youtube/c/thayanelima,Thayane Lima,42,2044742,30627688,,People,"Dec 22nd, 2016",B-,https://youtube.com/channel/UCxlrjxkQ23c1YI1hf45sHpA,?143 - ?2.3K,?1.7K - ?27.5K,,
1553023664-765,https://socialblade.com/youtube/top/5000/mostsubscribed,Alex Rose,https://socialblade.com/youtube/c/alexroseoficial,Alex Rose,41,2043602,772044139,US,,"Sep 10th, 2015",A,https://youtube.com/channel/UCTADar3wgHZaPoZYGYgKGaw,?17.6K - ?280.9K,?210.7K - ?3.4M,,
1553023708-776,https://socialblade.com/youtube/top/5000/mostsubscribed,Tyler Ward Music,"https://socialblade.com/youtube/c/tylerwardmusic,",Tyler Ward Music,361,2043276,519945053,US,Music,"Jan 25th, 2008",B-,https://youtube.com/channel/UC4vT3qTr8fwVS7IsPgqaGCQ,?171 - ?2.7K,?2K - ?32.8K,,
1553023704-775,https://socialblade.com/youtube/top/5000/mostsubscribed,Mona Elshazly,https://socialblade.com/youtube/channel/UCrNtUy4sBJ2rGB4QS4FmgRA,Mona Elshazly,0,2042697,0,EG,Shows,"Sep 16th, 2015",D-,https://youtube.com/channel/UCrNtUy4sBJ2rGB4QS4FmgRA,?0 - ?0,?0 - ?0,,
1553023696-773,https://socialblade.com/youtube/top/5000/mostsubscribed,WIDLER SOLDIER,https://socialblade.com/youtube/c/widlersoldier,WIDLER SOLDIER,166,2042009,207158015,ES,Entertainment,"Dec 12th, 2014",B,https://youtube.com/channel/UCFUCy4egefWgZdndypNZoow,?804 - ?12.9K,?9.7K - ?154.4K,,
1553023680-769,https://socialblade.com/youtube/top/5000/mostsubscribed,Survival Life,https://socialblade.com/youtube/channel/UCTm5dduwoz_OelBeyvZAdeA,Survival Life,192,2041711,672756812,,,"Jan 14th, 2016",B+,https://youtube.com/channel/UCTm5dduwoz_OelBeyvZAdeA,?4.4K - ?71K,?53.2K - ?851.8K,,
1553023676-768,https://socialblade.com/youtube/top/5000/mostsubscribed,MikeWillMadeitVEVO,https://socialblade.com/youtube/user/mikewillmadeitvevo,MikeWillMadeitVEVO,34,2040951,1002421381,US,Music,"Sep 20th, 2013",B,https://youtube.com/channel/UC8MMiPcTeVE-7ZDdkIQpZ1Q,?2.4K - ?38.3K,?28.7K - ?459.3K,,
1553023632-757,https://socialblade.com/youtube/top/5000/mostsubscribed,S7S,https://socialblade.com/youtube/c/s7schallenges,S7S,74,2040855,198594309,SA,,"Mar 3rd, 2006",B+,https://youtube.com/channel/UCtdKiwN9vw961uho0lre4_A,?4.5K - ?71.4K,?53.6K - ?857.3K,,
1553023652-762,https://socialblade.com/youtube/top/5000/mostsubscribed,SportsHD,https://socialblade.com/youtube/c/futebolvideos2504,SportsHD,229,2040245,489922663,BR,Sports,"Jul 18th, 2015",B+,https://youtube.com/channel/UCU6JLYuerEUb7VrDd4zLihg,?0 - ?0,?0 - ?0,,
1553023645-760,https://socialblade.com/youtube/top/5000/mostsubscribed,Rakanoo,https://socialblade.com/youtube/user/lralkan,Rakanoo,1402,2040192,500591146,US,Games,"Jun 29th, 2011",B+,https://youtube.com/channel/UC4Ps1x7PyRNYVz7E1Kymihw,?6.5K - ?104.5K,?78.4K - ?1.3M,,
1553023620-754,https://socialblade.com/youtube/top/5000/mostsubscribed,24 News HD,https://socialblade.com/youtube/c/24newshd,24 News HD,75656,2039644,498652988,PK,News,"Nov 14th, 2015",B+,https://youtube.com/channel/UCcmpeVbSSQlZRvHfdC-CRwg,?22.7K - ?362.8K,?272.1K - ?4.4M,,
1553023660-764,https://socialblade.com/youtube/top/5000/mostsubscribed,OyuncaX TV,https://socialblade.com/youtube/c/oyuncaxtv,OyuncaX TV,95,2038899,305352491,US,Entertainment,"Jul 23rd, 2014",B,https://youtube.com/channel/UC2Fv5bsYzD36xxv9JrAuPzg,?910 - ?14.6K,?10.9K - ?174.7K,,
1553023656-763,https://socialblade.com/youtube/top/5000/mostsubscribed,chayanneVEVO,https://socialblade.com/youtube/user/chayannevevo,chayanneVEVO,181,2038878,2167293361,US,Music,"Sep 2nd, 2009",B+,https://youtube.com/channel/UCfbQgKWGkTqGie-arknW-Ew,?7K - ?111.7K,?83.8K - ?1.3M,,
1553023628-756,https://socialblade.com/youtube/top/5000/mostsubscribed,Cura Verde,https://socialblade.com/youtube/c/curaverde,Cura Verde,404,2038584,170241198,BR,People,"Jan 24th, 2015",D-,https://youtube.com/channel/UCbh9nsCvlSZUV3qY6YM8uDw,?0 - ?0,?0 - ?0,,
1553023600-749,https://socialblade.com/youtube/top/5000/mostsubscribed,PTC PUNJABI,https://socialblade.com/youtube/c/ptcpunjabi,PTC PUNJABI,6514,2038130,753319362,IN,Entertainment,"Jan 20th, 2013",B+,https://youtube.com/channel/UCHJW1_0oPzYZl89wX_jhrgA,?5.7K - ?90.6K,?67.9K - ?1.1M,,
1553023636-758,https://socialblade.com/youtube/top/5000/mostsubscribed,izak LIVE,https://socialblade.com/youtube/c/izak.live,izak LIVE,1300,2037930,591018414,PL,Games,"Dec 1st, 2006",B,https://youtube.com/channel/UCSeqSPSJDl0EXezzjJrwQNg,?1.6K - ?25.4K,?19K - ?304.6K,,
1553023648-761,https://socialblade.com/youtube/top/5000/mostsubscribed,YouTube Nation,https://socialblade.com/youtube/c/youtubenation,YouTube Nation,361,2037869,105096112,US,Entertainment,"Oct 16th, 2013",C+,https://youtube.com/channel/UCUD4yDVyM54QpfqGJX4S7ng,?11 - ?176,?132 - ?2.1K,,
1553023612-752,https://socialblade.com/youtube/top/5000/mostsubscribed,NeroGamer55 l ???? ????55,https://socialblade.com/youtube/c/nerogamer55,NeroGamer55 l ???? ????55,636,2036456,299123291,SA,Games,"Jul 28th, 2014",B,https://youtube.com/channel/UCNTD9gBNizQUYlx8mSc_k2Q,?2.1K - ?33.9K,?25.4K - ?406.9K,,
1553023584-745,https://socialblade.com/youtube/top/5000/mostsubscribed,Michou,https://socialblade.com/youtube/c/michoufr,Michou,520,2036275,352916599,FR,Games,"Feb 22nd, 2015",B+,https://youtube.com/channel/UCo3i0nUzZjjLuM7VjAVz4zA,?7.6K - ?121.7K,?91.3K - ?1.5M,,
1553023624-755,https://socialblade.com/youtube/top/5000/mostsubscribed,JuanMagan,https://socialblade.com/youtube/c/juanmagantv,JuanMagan,24,2036020,24475136,ES,People,"Feb 12th, 2010",C+,https://youtube.com/channel/UCVpJ6eGdknSR4mlExF1bytA,?12 - ?196,?147 - ?2.3K,,
1553023592-747,https://socialblade.com/youtube/top/5000/mostsubscribed,?????????,https://socialblade.com/youtube/channel/UColoXxvhfz54o0icqQRPzYw,?????????,416,2035526,843543047,JP,Entertainment,"Nov 27th, 2015",B+,https://youtube.com/channel/UColoXxvhfz54o0icqQRPzYw,?5.2K - ?84K,?63K - ?1M,,
1553023604-750,https://socialblade.com/youtube/top/5000/mostsubscribed,Carlos Montesquieu,https://socialblade.com/youtube/user/montesquiew,Carlos Montesquieu,174,2035130,200012884,US,Entertainment,"Dec 7th, 2007",B,https://youtube.com/channel/UC75MPgGIiW5zu2Pql4AcNtA,?477 - ?7.6K,?5.7K - ?91.7K,,
1553023544-735,https://socialblade.com/youtube/top/5000/mostsubscribed,HooplaKidz Brasil,https://socialblade.com/youtube/channel/UCOD2Fygr_xeVgEawvgi5tIw,HooplaKidz Brasil,233,2035005,497811425,BR,Music,"Feb 3rd, 2015",D-,https://youtube.com/channel/UCOD2Fygr_xeVgEawvgi5tIw,?3K - ?48.1K,?36.1K - ?577.8K,,
1553023588-746,https://socialblade.com/youtube/top/5000/mostsubscribed,Brian Barczyk,https://socialblade.com/youtube/c/brianbarczyk,Brian Barczyk,937,2034121,270106009,US,People,"Nov 27th, 2013",B,https://youtube.com/channel/UC4zS1wbO81p59CxKL7CQAcA,?1.4K - ?22.4K,?16.8K - ?269.4K,,
1553023580-744,https://socialblade.com/youtube/top/5000/mostsubscribed,Cherryrar,https://socialblade.com/youtube/c/cherryrar,Cherryrar,619,2034078,171576923,BR,,"Aug 9th, 2017",B,https://youtube.com/channel/UCfqTbhALHYGLa20p2qXrdzw,?1.6K - ?25.5K,?19.1K - ?305.8K,,
1553023576-743,https://socialblade.com/youtube/top/5000/mostsubscribed,MattShea,https://socialblade.com/youtube/c/mattsheatv,MattShea,2694,2033424,717607033,CA,Games,"Nov 2nd, 2008",B,https://youtube.com/channel/UCUKMpHTtAG8bJY7bMSatNJg,?2K - ?31.4K,?23.5K - ?376.4K,,
1553023568-741,https://socialblade.com/youtube/top/5000/mostsubscribed,Sara'h Officiel,https://socialblade.com/youtube/c/sarahofficiel,Sara'h Officiel,78,2033123,509432816,FR,Music,"Apr 22nd, 2010",B+,https://youtube.com/channel/UCjt5aCibc8pUxIGn4af8-Jw,?3.1K - ?49.8K,?37.3K - ?597.4K,,
1553023556-738,https://socialblade.com/youtube/top/5000/mostsubscribed,Alok,https://socialblade.com/youtube/c/alok,Alok,128,2033060,313727303,BR,Music,"Aug 26th, 2011",B,https://youtube.com/channel/UCQlaArsZfebRbb70iXm6usg,?1.2K - ?19.2K,?14.4K - ?229.9K,,
1553023538-733,https://socialblade.com/youtube/top/5000/mostsubscribed,Black Sheep,https://socialblade.com/youtube/c/blacksheeptamil,Black Sheep,446,2032929,267448625,IN,Entertainment,"Feb 29th, 2016",B+,https://youtube.com/channel/UCzh5hQc_O3r3xjh9sXrM7-A,?4.4K - ?70.4K,?52.8K - ?845K,,
1553023564-740,https://socialblade.com/youtube/top/5000/mostsubscribed,TooDamnFilthy,https://socialblade.com/youtube/c/toodamnflithy,TooDamnFilthy,104,2032449,238427901,US,Music,"Jul 1st, 2014",B,https://youtube.com/channel/UCT31um1Ic8KweVWEMBC1K7A,?725 - ?11.6K,?8.7K - ?139.2K,,
1553023426-708,https://socialblade.com/youtube/top/5000/mostsubscribed,O Primo Rico,https://socialblade.com/youtube/c/thiagonigro,O Primo Rico,320,2031266,63608281,BR,People,"May 13th, 2006",B,https://youtube.com/channel/UCT4nDeU5pv1XIGySbSK-GgA,?1K - ?16.4K,?12.3K - ?197.2K,,
1553023491-723,https://socialblade.com/youtube/top/5000/mostsubscribed,Ahmed Hassan Vlogs,https://socialblade.com/youtube/c/ahmedhassanvlogs,Ahmed Hassan Vlogs,82,2030775,163293703,EG,,"Aug 11th, 2017",B+,https://youtube.com/channel/UCNAWAI7TxuxthE1YL3fsvsA,?4.7K - ?75.1K,?56.3K - ?901.3K,,
1553023501-726,https://socialblade.com/youtube/top/5000/mostsubscribed,CHAUHAN BROS.,https://socialblade.com/youtube/c/chauhanbros,CHAUHAN BROS.,459,2030237,110761324,IN,,"Mar 28th, 2017",B,https://youtube.com/channel/UCMUOIMpta79kp54h6nz5MPA,?980 - ?15.7K,?11.8K - ?188.1K,,
1553023532-732,https://socialblade.com/youtube/top/5000/mostsubscribed,TheProGamerJay,https://socialblade.com/youtube/c/theprogamerjay,TheProGamerJay,31,2030172,111046333,GB,Games,"Feb 14th, 2013",D-,https://youtube.com/channel/UCgStIqFrRlX59Lzhf217sqg,?0 - ?0,?0 - ?0,,
1553023548-736,https://socialblade.com/youtube/top/5000/mostsubscribed,???????? Abdulelah l,https://socialblade.com/youtube/user/gyhunj,???????? Abdulelah l,197,2030051,161743782,SA,Entertainment,"Feb 16th, 2011",B-,https://youtube.com/channel/UCd5miq9fC50XaMDclhxIApw,?115 - ?1.8K,?1.4K - ?22K,,
1553023509-727,https://socialblade.com/youtube/top/5000/mostsubscribed,Comedy Nights,https://socialblade.com/youtube/user/kapilcomedynights,Comedy Nights,455,2029913,286968976,IN,Entertainment,"Nov 28th, 2013",B,https://youtube.com/channel/UCyfkoMQeJOoEt3ZhY3PI6Uw,?1.9K - ?30.4K,?22.8K - ?365.2K,,
1553023475-720,https://socialblade.com/youtube/top/5000/mostsubscribed,????? SweetTV,https://socialblade.com/youtube/channel/UCnCXqo9jcQaHjW0iZM7tPOQ,????? SweetTV,919,2029769,801377935,US,Education,"Sep 13th, 2015",B+,https://youtube.com/channel/UCnCXqo9jcQaHjW0iZM7tPOQ,?10.1K - ?161.9K,?121.4K - ?1.9M,,
1553023271-675,https://socialblade.com/youtube/top/5000/mostsubscribed,shfa2 - ???,https://socialblade.com/youtube/channel/UCQ7x25F6YXY9DvGeHFxLhRQ,shfa2 - ???,112,2029724,498594920,,,"Nov 6th, 2017",A,https://youtube.com/channel/UCQ7x25F6YXY9DvGeHFxLhRQ,?38.4K - ?614.4K,?460.8K - ?7.4M,,
1553023540-734,https://socialblade.com/youtube/top/5000/mostsubscribed,The Wilsons,https://socialblade.com/youtube/channel/UC8Nw4Vk-fFem3Wtq65QlpYQ,The Wilsons,53,2029591,173110683,GB,Entertainment,"Jan 31st, 2017",B-,https://youtube.com/channel/UC8Nw4Vk-fFem3Wtq65QlpYQ,?239 - ?3.8K,?2.9K - ?45.8K,,
1553023513-728,https://socialblade.com/youtube/top/5000/mostsubscribed,Thu Trang Official,https://socialblade.com/youtube/channel/UCsKKnea8eV-SG8P7b2DM2OQ,Thu Trang Official,93,2029519,232710389,VN,,"Nov 29th, 2017",B+,https://youtube.com/channel/UCsKKnea8eV-SG8P7b2DM2OQ,?2.9K - ?47K,?35.3K - ?564.2K,,
1553023516-729,https://socialblade.com/youtube/top/5000/mostsubscribed,PopArt Discos,https://socialblade.com/youtube/c/popartdiscos,PopArt Discos,2514,2029142,2478609920,AR,Music,"Feb 24th, 2009",A-,https://youtube.com/channel/UCDedmKlcV4qoJZOW7H8KhQw,?13.7K - ?218.5K,?163.9K - ?2.6M,,
1553023457-716,https://socialblade.com/youtube/top/5000/mostsubscribed,Bely y Beto Oficial,https://socialblade.com/youtube/c/belyybetooficial,Bely y Beto Oficial,249,2028814,821389422,MX,Entertainment,"Mar 24th, 2014",A-,https://youtube.com/channel/UC7rJKxq6P9NZyhtTaT-JjWw,?13.3K - ?212.8K,?159.6K - ?2.6M,,
1553023478-721,https://socialblade.com/youtube/top/5000/mostsubscribed,Alfredo Olivas,https://socialblade.com/youtube/channel/UC1bZ17RdXYpjsgDKWxaYCYA,Alfredo Olivas,21,2028794,16590031,US,People,"Dec 2nd, 2014",B-,https://youtube.com/channel/UC1bZ17RdXYpjsgDKWxaYCYA,?65 - ?1K,?782 - ?12.5K,,
1553023494-724,https://socialblade.com/youtube/top/5000/mostsubscribed,Monster Energy,https://socialblade.com/youtube/c/monsterenergy,Monster Energy,574,2028518,331060840,US,Sports,"Mar 22nd, 2006",B,https://youtube.com/channel/UCg1uYO329KcAEN-PQdoQMKQ,?2.5K - ?40.4K,?30.3K - ?485.3K,,
1553023529-731,https://socialblade.com/youtube/top/5000/mostsubscribed,JapaVlogs,https://socialblade.com/youtube/user/japavlogs,JapaVlogs,81,2028011,70549923,BR,Entertainment,"Nov 19th, 2012",C+,https://youtube.com/channel/UCfAJTcZ3bVjs2YlqMFdttKQ,?12 - ?196,?147 - ?2.4K,,
1553023412-705,https://socialblade.com/youtube/top/5000/mostsubscribed,National News18,https://socialblade.com/youtube/c/nationalnews18,National News18,136,2027273,200298793,IN,Entertainment,"Jan 14th, 2017",B+,https://youtube.com/channel/UC8nDhHV8KnD87qt4lbOiY9Q,?6.3K - ?101.1K,?75.8K - ?1.2M,,
1553023467-718,https://socialblade.com/youtube/top/5000/mostsubscribed,??? ???,https://socialblade.com/youtube/channel/UChE5nZAIhWS5vYTRjsUgRpQ,??? ???,1017,2026998,715582216,KR,Entertainment,"Nov 8th, 2014",B+,https://youtube.com/channel/UChE5nZAIhWS5vYTRjsUgRpQ,?5.9K - ?94.7K,?71K - ?1.1M,,
1553023497-725,https://socialblade.com/youtube/top/5000/mostsubscribed,KellieSweet,https://socialblade.com/youtube/c/kelliesweet,KellieSweet,443,2026560,133771856,US,People,"Dec 24th, 2011",B,https://youtube.com/channel/UCWcsNViRrPOGh0A8-J1QUXg,?386 - ?6.2K,?4.6K - ?74.1K,,
1553023461-717,https://socialblade.com/youtube/top/5000/mostsubscribed,Niki DeMar,https://socialblade.com/youtube/user/nikidemar,Niki DeMar,236,2026432,152829477,US,Howto,"Jun 28th, 2014",B,https://youtube.com/channel/UCFZ2T-fMsDjDHlcArg68ZOQ,?1.2K - ?18.9K,?14.2K - ?227K,,
1553023454-715,https://socialblade.com/youtube/top/5000/mostsubscribed,2 Foreigners In Bollywood,https://socialblade.com/youtube/c/2foreignersinbollywood,2 Foreigners In Bollywood,33,2026335,188043148,IN,Entertainment,"Apr 6th, 2016",B+,https://youtube.com/channel/UCnuen5DBNNREHhvC-VY296Q,?1.8K - ?29.6K,?22.2K - ?354.7K,,
1553023472-719,https://socialblade.com/youtube/top/5000/mostsubscribed,Birdy,https://socialblade.com/youtube/user/officialbirdy,Birdy,59,2026301,804125371,GB,Music,"Mar 22nd, 2011",B,https://youtube.com/channel/UCk3NOb_PipJJwzMuaBhEfQg,?1.5K - ?23.6K,?17.7K - ?283.3K,,
1553023421-707,https://socialblade.com/youtube/top/5000/mostsubscribed,Funny Official,https://socialblade.com/youtube/c/funnyofficialytb,Funny Official,112,2026069,151773954,IN,Games,"Jan 22nd, 2015",B,https://youtube.com/channel/UCj4qjgqsAco4nSIVn4kbbIg,?1.8K - ?29.5K,?22.1K - ?353.4K,,
1553023436-711,https://socialblade.com/youtube/top/5000/mostsubscribed,?? ???? cm1,https://socialblade.com/youtube/channel/UCTcROPGv0RFWK_MSKXJ-cxQ,?? ???? cm1,63,2025728,136880387,SA,,"Jul 13th, 2017",B,https://youtube.com/channel/UCTcROPGv0RFWK_MSKXJ-cxQ,?1.5K - ?23.4K,?17.5K - ?280.6K,,
1553023415-706,https://socialblade.com/youtube/top/5000/mostsubscribed,????? ????? - Assomi &?,https://socialblade.com/youtube/c/assomiwaleed,????? ????? - Assomi & Waleed,114,2025395,313613116,,Entertainment,"Oct 3rd, 2016",B,https://youtube.com/channel/UCPoGWDam0BC4nGe5aomgd2Q,?1.5K - ?23.6K,?17.7K - ?283.7K,,
1553023449-714,https://socialblade.com/youtube/top/5000/mostsubscribed,BASTILLEvideos,https://socialblade.com/youtube/user/bastillevideos,BASTILLEvideos,66,2024731,35779469,GB,Music,"Jan 7th, 2011",B-,https://youtube.com/channel/UC0q_PBWOkFe3SKllFXf3eWw,?61 - ?975,?731 - ?11.7K,,
1553023432-710,https://socialblade.com/youtube/top/5000/mostsubscribed,DICAS DA DEDESSA,https://socialblade.com/youtube/c/dicasdadedessa,DICAS DA DEDESSA,395,2024244,94118359,BR,People,"Jun 2nd, 2011",B-,https://youtube.com/channel/UCpVxH9wR0UvCqISMEvSHJgQ,?269 - ?4.3K,?3.2K - ?51.6K,,
1553023399-703,https://socialblade.com/youtube/top/5000/mostsubscribed,OverSimplified,https://socialblade.com/youtube/c/oversimplified,OverSimplified,14,2023840,142025664,US,Entertainment,"Oct 28th, 2006",B,https://youtube.com/channel/UCNIuvl7V8zACPpTmmNIqP2A,?2.7K - ?42.5K,?31.9K - ?510.3K,,
1553023342-689,https://socialblade.com/youtube/top/5000/mostsubscribed,Let Me Explain Studios,https://socialblade.com/youtube/user/letmeexplainstudios,Let Me Explain Studios,59,2022837,172937467,US,Film,"Feb 17th, 2014",B+,https://youtube.com/channel/UCu6v4AdYxVH5fhfq9mi5llA,?3.1K - ?48.8K,?36.6K - ?585.6K,,
1553023409-704,https://socialblade.com/youtube/top/5000/mostsubscribed,????? ????? DanyahShafei,https://socialblade.com/youtube/c/danyahcartoon,????? ????? DanyahShafei,291,2022453,733472497,SA,Film,"Dec 7th, 2013",B,https://youtube.com/channel/UClxZXf9Wag57brs9UPCIg2A,?2.2K - ?34.6K,?26K - ?415.2K,,
1553023375-697,https://socialblade.com/youtube/top/5000/mostsubscribed,RAP IS NOW,https://socialblade.com/youtube/c/rapisnow,RAP IS NOW,2393,2022256,513310422,TH,Entertainment,"May 10th, 2012",B+,https://youtube.com/channel/UCwVt8d0dqcZYsXCBXk5wV8Q,?3.3K - ?53K,?39.8K - ?636.3K,,
1553023395-702,https://socialblade.com/youtube/top/5000/mostsubscribed,ARAM TV - ???? ?? ??,https://socialblade.com/youtube/c/aramtv,ARAM TV - ???? ?? ??,1253,2021737,365530868,SA,People,"Aug 8th, 2010",B,https://youtube.com/channel/UC_Ds7nedV3NqYf0zhpYti4A,?626 - ?10K,?7.5K - ?120.2K,,
1553023379-698,https://socialblade.com/youtube/top/5000/mostsubscribed,Vehicle Virgins,https://socialblade.com/youtube/user/vehiclevirgins,Vehicle Virgins,1231,2021444,501569762,US,Autos,"Jan 13th, 2012",B,https://youtube.com/channel/UCtS0JcoBgAIEjmifiip8IJg,?2.3K - ?37K,?27.7K - ?443.4K,,
1553023384-699,https://socialblade.com/youtube/top/5000/mostsubscribed,itpedia,https://socialblade.com/youtube/c/itpedia,itpedia,263,2021395,383223275,UA,Tech,"Sep 5th, 2013",B,https://youtube.com/channel/UC6bTF68IAV1okfRfwXIP1Cg,?1.8K - ?28.4K,?21.3K - ?341.3K,,
1553023355-692,https://socialblade.com/youtube/top/5000/mostsubscribed,Sparta356,https://socialblade.com/youtube/c/sparta356,Sparta356,264,2020466,87690243,ES,Games,"Aug 24th, 2014",B,https://youtube.com/channel/UCY4_3ZL6HecuczYESAAKRdg,?1.3K - ?20.7K,?15.5K - ?248.2K,,
1553023359-693,https://socialblade.com/youtube/top/5000/mostsubscribed,Player Tauz,https://socialblade.com/youtube/channel/UC_NVYGhfkd7aXYqp-4rLFWA,Player Tauz,35,2020021,151890878,,,"Feb 7th, 2014",B,https://youtube.com/channel/UC_NVYGhfkd7aXYqp-4rLFWA,?1.5K - ?23.7K,?17.8K - ?284.4K,,
1553023363-694,https://socialblade.com/youtube/top/5000/mostsubscribed,Paula Fernandes,https://socialblade.com/youtube/user/jeitodematoproducoes,Paula Fernandes,54,2019907,321126,,People,"Apr 8th, 2013",C+,https://youtube.com/channel/UCvnl2_zQCEzGzjRzsityDYQ,?3 - ?49,?37 - ?584,,
1553023368-695,https://socialblade.com/youtube/top/5000/mostsubscribed,? SURPRISE SONGS ?,https://socialblade.com/youtube/channel/UCYOHVFqdZ3H8xPOEgrGEmqQ,? SURPRISE SONGS ?,34,2019643,12293304,US,Entertainment,"May 3rd, 2016",B,https://youtube.com/channel/UCYOHVFqdZ3H8xPOEgrGEmqQ,?683 - ?10.9K,?8.2K - ?131K,,
1553023372-696,https://socialblade.com/youtube/top/5000/mostsubscribed,UNYQ TV,https://socialblade.com/youtube/user/vitalyzdtvsecond,UNYQ TV,0,2019387,0,US,People,"Aug 9th, 2012",D-,https://youtube.com/channel/UCEaomcRESR3tBQDs3O8TPEQ,?0 - ?0,?0 - ?0,,
1553023308-683,https://socialblade.com/youtube/top/5000/mostsubscribed,Swami Ramdev,https://socialblade.com/youtube/user/vkskmrgpt,Swami Ramdev,3289,2018653,257055987,IN,Nonprofit,"Sep 12th, 2010",B+,https://youtube.com/channel/UCX7SHIccUCj3S4cID-pM-Xg,?4.4K - ?69.8K,?52.4K - ?837.6K,,
1553023336-687,https://socialblade.com/youtube/top/5000/mostsubscribed,Tohaar Bhojpuri - ??????,https://socialblade.com/youtube/c/tohaarbhojpuri,Tohaar Bhojpuri - ??????,3628,2018545,628289149,IN,Music,"May 18th, 2016",B+,https://youtube.com/channel/UCHGJyMqsNAf1W1bylHCmKvg,?6.7K - ?106.6K,?80K - ?1.3M,,
